DurationMonth,CreditAmount,Age,ResidenceSince,StatusAccount,CreditHistory,Purpose,SavingsAccount,EmploymentSince,StatusAndSex,Guarantors,Property,InstallmentPlans,Housing,Job,Telephone,ForeignWorker,Customer,NCredits,NPeopleMain,InstallmentRate,index
8,5449,23,2.0,A14, A34, A49, A61, A73, A93, A101, A121, A143, A152, A172, A191, A201,1,2.0,2,3,478
30,635,37,2.0,A12, A32, A40, A65, A73, A93, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,1,479
20,4134,22,3.0,A12, A34, A43, A61, A74, A92, A101, A123, A141, A152, A173, A191, A201,1,2.0,1,2,480
18,2109,48,2.0,A12, A32, A40, A61, A71, A93, A103, A121, A143, A152, A174, A192, A201,1,1.0,1,1,481
24,1904,23,4.0,A12, A32, A43, A61, A74, A92, A103, A121, A143, A152, A173, A191, A201,1,1.0,1,1,482
18,3308,28,4.0,A12, A34, A40, A61, A75, A92, A101, A121, A141, A152, A173, A191, A201,1,2.0,1,2,483
12,2063,36,2.0,A12, A32, A43, A65, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,1,484
60,16648,26,2.0,A12, A33, A49, A61, A73, A93, A101, A123, A142, A152, A173, A191, A201,2,1.0,1,4,485
4,559,32,4.0,A14, A32, A40, A61, A72, A92, A101, A122, A143, A152, A172, A191, A201,1,1.0,1,3,486
18,9266,41,4.0,A12, A32, A46, A61, A71, A93, A102, A124, A143, A153, A174, A192, A201,1,1.0,1,2,487
12,1374,23,2.0,A12, A34, A43, A61, A74, A92, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,488
24,1541,40,3.0,A12, A34, A42, A62, A74, A93, A102, A123, A141, A152, A173, A192, A201,1,2.0,1,2,489
12,943,48,2.0,A14, A32, A40, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,2,3,490
21,1725,38,4.0,A11, A34, A46, A61, A75, A93, A101, A124, A143, A153, A173, A191, A201,2,2.0,1,4,491
5,309,65,4.0,A14, A33, A40, A61, A75, A93, A101, A124, A143, A152, A173, A191, A201,1,2.0,1,4,492
18,7323,22,2.0,A14, A34, A43, A61, A73, A93, A101, A123, A142, A152, A173, A191, A201,1,2.0,1,3,493
48,1581,25,2.0,A14, A34, A49, A64, A75, A93, A101, A123, A142, A152, A173, A191, A201,1,2.0,1,4,494
24,440,43,4.0,A14, A32, A43, A61, A72, A92, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,495
18,1096,42,2.0,A14, A32, A40, A61, A74, A93, A101, A122, A143, A152, A172, A191, A201,1,1.0,1,2,496
14,2805,31,3.0,A11, A32, A410, A61, A73, A93, A102, A122, A141, A152, A173, A191, A201,1,2.0,1,4,497
24,1819,32,4.0,A12, A34, A46, A65, A73, A92, A101, A124, A141, A153, A174, A192, A201,1,1.0,1,4,498
6,1443,37,2.0,A14, A32, A43, A61, A74, A93, A103, A121, A143, A152, A172, A191, A201,1,1.0,1,4,499
18,1692,55,4.0,A12, A32, A49, A61, A75, A93, A101, A123, A142, A152, A173, A192, A201,2,1.0,2,2,500
24,1339,24,2.0,A12, A32, A40, A61, A74, A93, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,3,501
18,305,46,4.0,A14, A32, A49, A65, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,502
24,2269,47,3.0,A14, A32, A40, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,503
8,610,26,4.0,A11, A32, A46, A61, A75, A93, A101, A121, A143, A152, A173, A192, A201,2,1.0,1,4,504
12,706,41,4.0,A11, A32, A42, A61, A73, A93, A101, A121, A143, A151, A173, A191, A201,1,1.0,1,3,505
7,1545,48,4.0,A12, A34, A40, A61, A74, A93, A101, A123, A143, A152, A172, A191, A201,1,2.0,1,3,506
18,909,30,2.0,A14, A34, A43, A65, A75, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,507
24,9698,31,1.0,A14, A32, A40, A61, A72, A93, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,4,508
4,1160,27,4.0,A14, A34, A40, A61, A75, A92, A101, A122, A143, A152, A174, A192, A201,1,2.0,1,1,509
15,4959,25,4.0,A12, A32, A41, A61, A75, A92, A101, A123, A143, A151, A174, A191, A201,1,2.0,1,4,510
30,8336,22,2.0,A14, A34, A40, A62, A74, A92, A101, A123, A143, A152, A173, A192, A201,1,2.0,1,4,511
48,1331,32,2.0,A12, A32, A40, A61, A73, A93, A101, A122, A143, A152, A172, A191, A201,1,1.0,1,4,512
9,3946,47,2.0,A14, A34, A42, A61, A71, A92, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,4,513
12,1313,24,2.0,A14, A32, A43, A61, A74, A93, A101, A123, A142, A152, A173, A191, A201,1,2.0,1,2,514
6,256,27,4.0,A14, A32, A43, A61, A73, A93, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,4,515
6,867,22,1.0,A14, A34, A40, A61, A72, A92, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,516
24,6665,23,2.0,A12, A34, A43, A61, A73, A92, A101, A122, A143, A152, A173, A191, A201,2,2.0,1,4,517
24,983,37,2.0,A14, A34, A43, A65, A73, A93, A101, A123, A142, A152, A172, A192, A201,1,1.0,2,4,518
18,360,62,4.0,A14, A34, A49, A65, A75, A93, A101, A121, A143, A152, A173, A191, A201,2,2.0,1,4,519
9,3408,24,4.0,A11, A32, A46, A61, A73, A93, A102, A124, A143, A153, A173, A191, A201,1,2.0,1,3,520
36,2040,19,4.0,A12, A32, A40, A61, A72, A92, A101, A122, A143, A151, A173, A191, A201,2,1.0,1,4,521
60,335,26,3.0,A11, A32, A40, A61, A73, A94, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,4,522
30,3979,40,1.0,A11, A31, A46, A61, A72, A93, A101, A124, A143, A153, A173, A191, A201,1,1.0,2,2,523
6,253,46,2.0,A14, A32, A43, A61, A72, A93, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,3,524
10,7584,28,2.0,A14, A33, A46, A62, A73, A93, A101, A122, A143, A151, A173, A191, A201,1,2.0,2,2,525
12,1857,23,4.0,A14, A32, A49, A62, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,2,526
18,1551,26,3.0,A12, A34, A40, A61, A74, A93, A102, A123, A143, A152, A173, A192, A201,1,2.0,1,2,527
24,3108,29,4.0,A11, A31, A46, A61, A75, A92, A102, A124, A141, A153, A173, A191, A201,1,3.0,1,4,528
16,5685,23,2.0,A12, A32, A42, A61, A74, A93, A101, A123, A143, A151, A173, A192, A201,1,1.0,1,2,529
6,299,22,2.0,A14, A32, A43, A61, A73, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,530
27,13918,32,1.0,A14, A32, A42, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,2,531
24,1169,34,2.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,532
24,1236,60,2.0,A11, A34, A40, A61, A71, A93, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,4,533
6,1317,28,1.0,A14, A32, A43, A61, A74, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,534
9,750,46,2.0,A11, A32, A40, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,4,535
9,664,33,1.0,A11, A34, A40, A61, A73, A93, A102, A122, A143, A152, A173, A191, A201,1,1.0,1,4,536
36,6880,44,2.0,A12, A32, A46, A61, A72, A92, A101, A123, A143, A152, A172, A191, A201,2,1.0,1,4,537
10,1174,53,4.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,538
12,1308,24,4.0,A14, A34, A40, A64, A74, A93, A101, A121, A143, A152, A173, A192, A201,1,2.0,1,4,539
6,648,29,4.0,A11, A34, A40, A61, A75, A93, A101, A122, A143, A152, A173, A192, A201,1,2.0,1,3,540
15,1763,28,4.0,A14, A34, A42, A63, A75, A93, A101, A121, A143, A151, A173, A191, A201,1,2.0,1,3,541
15,3006,25,2.0,A11, A32, A46, A61, A73, A93, A102, A122, A143, A152, A171, A191, A201,1,1.0,1,4,542
42,3543,50,4.0,A12, A32, A49, A61, A74, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,543
30,1518,25,2.0,A14, A34, A40, A61, A72, A93, A101, A123, A142, A152, A174, A191, A201,2,2.0,1,2,544
36,693,25,3.0,A14, A32, A43, A61, A72, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,3,545
12,2932,25,3.0,A12, A34, A40, A61, A73, A93, A102, A122, A143, A152, A173, A192, A201,1,1.0,1,2,546
9,9317,34,4.0,A12, A32, A46, A61, A71, A93, A101, A124, A143, A153, A174, A192, A201,1,1.0,1,2,547
59,16264,33,4.0,A12, A32, A41, A61, A74, A92, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,3,548
36,3400,28,1.0,A12, A32, A49, A65, A72, A93, A102, A121, A142, A152, A173, A192, A201,2,1.0,1,4,549
6,930,20,4.0,A11, A32, A42, A61, A73, A92, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,2,550
20,10263,28,2.0,A14, A32, A49, A61, A73, A93, A101, A121, A142, A152, A173, A191, A201,2,2.0,1,3,551
6,1505,41,2.0,A14, A32, A40, A61, A75, A93, A101, A124, A143, A151, A173, A191, A201,1,1.0,1,4,552
12,2137,28,2.0,A14, A32, A46, A65, A75, A92, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,553
24,3270,27,2.0,A12, A32, A42, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,554
9,1941,32,1.0,A14, A32, A43, A61, A73, A93, A103, A121, A142, A152, A173, A191, A201,1,2.0,1,3,555
46,7874,24,2.0,A12, A34, A42, A61, A73, A92, A101, A122, A143, A152, A174, A192, A201,1,2.0,1,4,556
18,1267,47,3.0,A14, A31, A40, A63, A72, A94, A101, A121, A141, A152, A172, A191, A201,2,1.0,2,4,557
16,8145,40,4.0,A14, A34, A42, A61, A71, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,558
12,1405,32,4.0,A11, A31, A46, A61, A74, A93, A101, A124, A143, A153, A173, A191, A201,2,1.0,1,4,559
6,989,49,2.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,560
5,679,23,4.0,A12, A34, A42, A65, A75, A92, A101, A121, A143, A151, A172, A192, A201,1,1.0,1,1,561
10,1809,36,4.0,A12, A31, A46, A62, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,562
24,1813,33,2.0,A12, A34, A40, A64, A73, A92, A101, A123, A142, A152, A172, A191, A201,2,2.0,1,2,563
48,2367,46,1.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,564
21,2011,32,2.0,A11, A32, A40, A61, A75, A93, A102, A122, A143, A152, A173, A191, A201,1,1.0,1,1,565
4,655,41,4.0,A11, A34, A43, A61, A73, A93, A101, A121, A143, A152, A172, A192, A201,1,1.0,2,3,566
6,1787,29,2.0,A14, A32, A42, A61, A75, A93, A101, A123, A143, A151, A172, A191, A201,1,2.0,1,2,567
36,6988,26,2.0,A14, A31, A40, A61, A73, A93, A101, A121, A142, A152, A172, A191, A201,1,2.0,1,2,568
24,2290,26,4.0,A12, A31, A46, A62, A73, A92, A101, A124, A143, A151, A173, A191, A201,2,1.0,1,3,569
24,7252,23,2.0,A11, A32, A42, A61, A72, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,570
9,571,40,3.0,A11, A32, A40, A61, A74, A93, A101, A122, A143, A151, A173, A191, A201,1,1.0,1,2,571
18,4629,22,2.0,A12, A33, A49, A65, A73, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,4,572
24,296,66,1.0,A14, A32, A40, A61, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,573
6,3388,36,4.0,A14, A32, A43, A61, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,3,574
10,1496,30,2.0,A14, A34, A43, A61, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,2.0,1,3,575
10,3058,29,4.0,A11, A34, A42, A61, A73, A93, A101, A124, A143, A151, A173, A192, A201,1,2.0,1,2,576
36,8888,26,2.0,A12, A32, A40, A61, A71, A93, A102, A121, A143, A152, A173, A192, A201,2,1.0,1,1,577
10,1844,21,4.0,A14, A32, A49, A61, A73, A94, A101, A123, A143, A151, A173, A192, A201,1,1.0,1,2,578
7,3361,26,1.0,A11, A32, A42, A61, A72, A92, A102, A122, A143, A152, A174, A191, A201,1,1.0,1,4,579
9,669,44,3.0,A11, A34, A42, A61, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,580
18,255,24,4.0,A12, A34, A43, A61, A75, A92, A101, A121, A143, A152, A172, A191, A201,1,2.0,1,4,581
9,4400,37,4.0,A11, A34, A42, A61, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,2,582
24,819,26,1.0,A12, A31, A43, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,2,583
6,1446,38,2.0,A12, A32, A43, A61, A73, A92, A103, A121, A143, A152, A172, A191, A201,1,1.0,1,2,584
6,2484,50,4.0,A14, A32, A46, A61, A73, A93, A101, A124, A143, A153, A173, A191, A201,1,1.0,1,2,585
12,643,30,2.0,A14, A34, A49, A64, A75, A93, A101, A121, A142, A152, A173, A191, A201,1,2.0,1,4,586
6,655,32,4.0,A12, A34, A40, A61, A72, A92, A101, A122, A143, A151, A173, A191, A201,1,2.0,1,3,587
6,1175,27,1.0,A12, A32, A49, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,2,588
24,2996,21,2.0,A11, A32, A43, A65, A72, A92, A101, A123, A143, A151, A173, A191, A201,1,2.0,1,2,589
24,4342,19,2.0,A12, A32, A43, A61, A72, A92, A101, A123, A143, A151, A173, A192, A201,1,1.0,1,3,590
30,3233,37,4.0,A12, A31, A49, A62, A71, A93, A101, A124, A142, A152, A172, A192, A201,2,1.0,1,2,591
60,3468,28,3.0,A11, A32, A40, A61, A73, A93, A101, A123, A143, A152, A172, A192, A201,1,1.0,1,4,592
16,2375,40,4.0,A12, A31, A46, A62, A72, A92, A101, A124, A141, A152, A172, A191, A201,1,1.0,1,4,593
9,1280,23,2.0,A11, A32, A42, A61, A72, A92, A101, A121, A143, A152, A173, A191, A201,2,1.0,1,4,594
6,1224,40,4.0,A14, A31, A46, A61, A75, A93, A101, A124, A143, A153, A172, A191, A201,1,3.0,2,2,595
15,4928,38,4.0,A12, A34, A42, A65, A73, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,596
22,2814,26,1.0,A12, A34, A49, A64, A74, A93, A101, A122, A142, A152, A173, A191, A201,1,2.0,1,2,597
12,8544,40,2.0,A11, A32, A40, A61, A73, A93, A102, A122, A143, A152, A172, A191, A201,1,1.0,1,3,598
12,1998,42,1.0,A14, A34, A43, A62, A72, A93, A101, A123, A143, A152, A173, A192, A201,2,2.0,1,3,599
20,3004,25,2.0,A12, A34, A42, A62, A74, A94, A101, A123, A143, A151, A173, A191, A201,2,2.0,1,4,600
24,1224,32,2.0,A14, A32, A40, A61, A73, A93, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,4,601
6,1279,38,2.0,A14, A32, A43, A65, A75, A93, A101, A122, A142, A152, A173, A191, A201,1,1.0,2,4,602
6,1798,34,4.0,A14, A34, A41, A61, A75, A93, A101, A123, A143, A151, A172, A191, A201,1,2.0,1,3,603
8,755,27,3.0,A11, A32, A40, A61, A73, A94, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,4,604
24,1034,22,4.0,A11, A34, A42, A61, A72, A92, A101, A123, A143, A151, A173, A191, A201,2,1.0,1,4,605
24,1780,24,3.0,A12, A32, A40, A61, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,2,606
9,2124,36,2.0,A14, A32, A40, A63, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,2,3,607
12,1960,25,4.0,A14, A34, A46, A65, A74, A92, A101, A124, A143, A151, A174, A192, A201,1,1.0,1,2,608
12,6170,37,4.0,A14, A34, A41, A64, A73, A93, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,2,609
6,2210,58,2.0,A14, A32, A42, A61, A71, A93, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,1,610
8,1297,20,1.0,A14, A32, A43, A61, A73, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,2,611
12,1140,27,2.0,A11, A34, A46, A65, A71, A93, A102, A124, A143, A153, A174, A192, A201,1,1.0,1,1,612
24,6156,30,4.0,A12, A32, A41, A65, A73, A92, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,1,613
12,933,25,2.0,A11, A32, A43, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,614
6,1536,28,1.0,A14, A34, A43, A61, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,615
48,6155,50,2.0,A12, A32, A42, A61, A73, A93, A102, A122, A143, A152, A173, A191, A201,2,1.0,1,4,616
24,1194,24,4.0,A14, A31, A42, A63, A75, A92, A101, A123, A141, A151, A172, A191, A201,2,1.0,1,2,617
9,1924,53,4.0,A14, A34, A40, A61, A72, A92, A101, A123, A143, A151, A172, A191, A202,1,2.0,2,3,618
12,1216,22,4.0,A14, A34, A43, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,4,619
12,287,26,2.0,A12, A34, A40, A61, A74, A94, A101, A121, A143, A151, A172, A191, A201,1,1.0,1,4,620
9,4839,35,4.0,A12, A32, A46, A61, A71, A92, A102, A122, A143, A152, A173, A192, A201,2,1.0,1,1,621
11,276,27,2.0,A12, A32, A40, A61, A73, A94, A101, A121, A143, A151, A173, A192, A201,1,1.0,1,4,622
36,716,34,4.0,A14, A33, A49, A61, A75, A93, A101, A122, A142, A152, A173, A192, A201,1,1.0,1,4,623
6,1246,66,4.0,A12, A32, A43, A65, A73, A93, A101, A121, A143, A152, A172, A192, A201,1,1.0,1,4,624
24,3319,29,2.0,A14, A32, A43, A65, A73, A93, A101, A122, A143, A152, A172, A191, A201,2,1.0,1,4,625
15,1366,24,4.0,A12, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,626
19,1297,38,2.0,A12, A34, A43, A61, A75, A92, A103, A121, A143, A152, A172, A191, A201,1,1.0,1,4,627
12,1409,23,2.0,A14, A32, A40, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,628
9,14121,23,2.0,A11, A32, A40, A61, A73, A93, A102, A122, A143, A152, A173, A191, A201,1,2.0,1,2,629
6,1617,33,4.0,A14, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,630
6,3292,37,2.0,A12, A31, A46, A62, A71, A92, A101, A124, A143, A153, A173, A191, A201,1,1.0,1,2,631
18,1420,25,2.0,A14, A34, A40, A64, A75, A93, A101, A122, A142, A152, A173, A191, A201,1,2.0,1,4,632
9,610,37,4.0,A14, A34, A42, A61, A73, A93, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,4,633
12,1669,49,4.0,A14, A34, A41, A61, A74, A93, A101, A123, A143, A152, A174, A192, A201,1,2.0,1,3,634
6,1476,22,4.0,A11, A34, A40, A64, A73, A92, A101, A124, A143, A151, A173, A191, A201,1,2.0,2,1,635
57,9847,30,3.0,A11, A32, A42, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,636
6,978,23,1.0,A12, A32, A43, A61, A72, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,637
60,1345,28,2.0,A12, A32, A43, A61, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,638
27,6081,35,4.0,A12, A32, A43, A63, A75, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,3,639
12,6162,52,4.0,A11, A34, A41, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,2,1,640
10,1222,23,2.0,A14, A34, A43, A61, A73, A92, A101, A121, A143, A152, A173, A191, A201,2,2.0,1,3,641
12,1257,40,4.0,A11, A32, A46, A61, A75, A92, A101, A123, A143, A153, A173, A192, A201,2,1.0,1,4,642
15,1021,28,4.0,A14, A34, A42, A63, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,3,643
18,1210,25,2.0,A14, A31, A43, A61, A73, A93, A101, A121, A141, A152, A173, A191, A201,2,1.0,1,3,644
44,6378,41,4.0,A14, A32, A43, A63, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,2,1,645
18,7402,28,4.0,A11, A34, A46, A61, A71, A92, A101, A123, A143, A152, A174, A192, A201,2,1.0,1,4,646
24,2271,29,2.0,A14, A32, A40, A61, A73, A93, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,4,647
10,795,27,1.0,A14, A34, A40, A61, A72, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,648
7,4825,30,2.0,A14, A34, A42, A61, A71, A93, A102, A121, A143, A151, A171, A191, A202,1,2.0,1,3,649
12,806,21,1.0,A12, A32, A43, A61, A74, A92, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,1,650
9,1630,32,4.0,A11, A34, A41, A61, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,2.0,2,4,651
24,2461,36,3.0,A11, A32, A40, A61, A72, A92, A101, A121, A143, A151, A173, A191, A201,1,2.0,1,4,652
24,1219,41,2.0,A11, A34, A49, A64, A73, A93, A101, A122, A142, A152, A173, A192, A201,1,1.0,1,3,653
11,2282,38,4.0,A14, A32, A43, A63, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,654
6,1943,60,4.0,A14, A34, A41, A65, A75, A93, A101, A124, A143, A153, A173, A192, A201,1,2.0,1,4,655
18,3143,43,3.0,A14, A34, A40, A62, A71, A92, A101, A122, A143, A152, A174, A192, A201,2,1.0,1,4,656
12,265,52,4.0,A14, A32, A43, A65, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,657
6,901,31,2.0,A14, A34, A40, A61, A73, A93, A101, A121, A143, A152, A172, A191, A202,1,2.0,2,1,658
24,2289,44,2.0,A14, A32, A43, A65, A75, A93, A101, A123, A141, A152, A173, A192, A201,1,1.0,1,4,659
6,1610,22,4.0,A14, A34, A40, A61, A74, A92, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,3,660
6,2706,29,4.0,A14, A32, A46, A63, A73, A93, A101, A124, A143, A153, A174, A192, A201,1,1.0,1,4,661
19,998,48,4.0,A14, A34, A49, A64, A75, A93, A101, A124, A142, A152, A173, A192, A201,2,2.0,1,4,662
12,7042,37,4.0,A14, A32, A41, A63, A75, A92, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,2,663
24,3407,29,2.0,A11, A34, A46, A65, A71, A92, A101, A122, A143, A152, A174, A192, A201,2,2.0,1,4,664
18,2146,35,2.0,A11, A32, A40, A61, A73, A93, A102, A121, A143, A151, A172, A192, A202,1,1.0,1,3,665
5,12546,53,2.0,A14, A34, A40, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,1,666
18,7297,24,2.0,A14, A32, A46, A63, A75, A93, A101, A124, A143, A152, A174, A192, A201,1,1.0,1,4,667
6,530,42,1.0,A11, A32, A40, A61, A74, A94, A103, A122, A143, A152, A173, A191, A201,1,1.0,1,4,668
9,2444,29,4.0,A11, A33, A46, A61, A72, A94, A102, A122, A143, A151, A173, A191, A201,1,2.0,1,3,669
23,3015,24,4.0,A11, A34, A41, A61, A75, A93, A101, A121, A143, A151, A174, A192, A201,1,2.0,1,1,670
15,1296,35,4.0,A14, A34, A43, A61, A75, A93, A101, A121, A142, A152, A173, A192, A201,2,2.0,1,4,671
12,1746,46,4.0,A14, A32, A49, A65, A75, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,4,672
24,7325,25,4.0,A14, A32, A43, A63, A73, A93, A101, A123, A143, A151, A173, A192, A201,1,1.0,1,3,673
4,658,22,4.0,A14, A34, A43, A61, A75, A93, A101, A121, A143, A152, A172, A191, A201,1,2.0,1,4,674
24,855,29,4.0,A14, A34, A43, A61, A75, A93, A101, A121, A142, A152, A172, A191, A201,1,2.0,1,4,675
24,3173,46,3.0,A12, A34, A42, A64, A71, A93, A102, A122, A143, A152, A173, A192, A201,1,2.0,1,1,676
15,1220,28,4.0,A11, A32, A40, A61, A73, A92, A101, A123, A143, A151, A173, A191, A201,2,2.0,1,4,677
60,1342,22,3.0,A14, A34, A40, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,678
24,1067,22,4.0,A11, A34, A42, A61, A73, A93, A101, A122, A143, A151, A172, A191, A201,1,2.0,1,2,679
9,985,27,4.0,A11, A32, A43, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,680
5,1777,25,2.0,A14, A34, A43, A61, A73, A92, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,1,681
21,1536,36,4.0,A11, A32, A40, A61, A72, A93, A102, A121, A143, A152, A172, A191, A201,2,2.0,1,3,682
12,6670,27,2.0,A14, A32, A41, A61, A71, A93, A101, A124, A143, A153, A174, A191, A201,1,1.0,1,4,683
36,6821,26,4.0,A12, A32, A42, A62, A73, A93, A101, A122, A143, A152, A173, A192, A201,2,1.0,2,3,684
6,665,48,2.0,A14, A32, A43, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,685
18,2935,24,4.0,A14, A34, A41, A61, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,2.0,1,4,686
20,2991,36,2.0,A14, A33, A45, A64, A75, A94, A101, A123, A142, A151, A173, A191, A201,1,2.0,1,2,687
48,12342,23,2.0,A11, A32, A42, A61, A73, A93, A102, A122, A143, A152, A173, A191, A201,1,1.0,1,1,688
36,711,35,2.0,A11, A32, A43, A61, A73, A93, A101, A121, A142, A152, A173, A191, A201,2,1.0,1,4,689
48,7783,58,3.0,A11, A31, A40, A61, A75, A93, A101, A123, A141, A152, A174, A192, A201,1,1.0,1,2,690
21,889,53,2.0,A12, A32, A40, A61, A73, A92, A101, A121, A143, A151, A173, A192, A201,2,1.0,1,3,691
5,992,31,4.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,3,692
24,294,55,3.0,A14, A32, A43, A61, A74, A93, A101, A123, A143, A152, A172, A192, A201,1,1.0,1,4,693
5,430,30,4.0,A14, A34, A40, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,2,694
6,6841,29,2.0,A14, A32, A42, A61, A73, A93, A101, A122, A143, A152, A173, A192, A201,2,1.0,1,2,695
6,751,22,4.0,A14, A34, A43, A65, A73, A92, A101, A121, A143, A152, A172, A191, A201,1,2.0,1,4,696
36,5741,27,2.0,A14, A33, A45, A62, A73, A94, A101, A124, A142, A153, A173, A191, A201,2,3.0,1,4,697
18,2263,37,4.0,A12, A34, A41, A64, A75, A93, A101, A124, A141, A153, A173, A192, A201,1,3.0,1,4,698
18,902,37,3.0,A11, A32, A46, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,699
6,1201,53,4.0,A14, A32, A40, A61, A75, A93, A101, A123, A143, A152, A172, A191, A201,1,2.0,1,3,700
5,341,51,4.0,A11, A32, A40, A61, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,701
